Category,City,Country/Region,Order Date,Year,Month,Order ID,Postal Code,Product ID,Product Name,Region,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,Days to Ship Actual,Days to Ship Scheduled,Discount,Profit,Quantity,Sales,Sales Forecast
Furniture,New York City,United States,25-12-2020,2020,Dec,CA-2020-146780,10035,FUR-FU-10001934,Magnifier Swing Arm Lamp,East,Corporate,30-12-2020,Standard Class,Shipped Early,New York,Furnishings,5,6,0,11,2,42,63
Office Supplies,Urbandale,United States,03-11-2019,2019,Nov,CA-2019-128867,50322,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Central,Consumer,10-11-2019,Standard Class,Shipped Late,Iowa,Art,7,6,0,23,2,76,114
Office Supplies,Urbandale,United States,03-11-2019,2019,Nov,CA-2019-128867,50322,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",Central,Consumer,10-11-2019,Standard Class,Shipped Late,Iowa,Binders,7,6,0,13,6,27,41
Office Supplies,Columbus,United States,25-08-2017,2017,Aug,CA-2017-115259,43229,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",East,Consumer,27-08-2017,Second Class,Shipped Early,Ohio,Fasteners,2,3,20,15,14,40,60
Office Supplies,Columbus,United States,25-08-2017,2017,Aug,CA-2017-115259,43229,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",East,Consumer,27-08-2017,Second Class,Shipped Early,Ohio,Envelopes,2,3,20,2,2,5,7
Office Supplies,Columbus,United States,25-08-2017,2017,Aug,CA-2017-115259,43229,OFF-PA-10004965,Xerox 1921,East,Consumer,27-08-2017,Second Class,Shipped Early,Ohio,Paper,2,3,20,7,3,24,36
Office Supplies,Columbus,United States,25-08-2017,2017,Aug,CA-2017-115259,43229,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",East,Consumer,27-08-2017,Second Class,Shipped Early,Ohio,Envelopes,2,3,20,44,6,130,195
Furniture,Seattle,United States,02-03-2018,2018,Mar,CA-2018-110457,98103,FUR-TA-10001768,Hon Racetrack Conference Tables,West,Consumer,06-03-2018,Standard Class,Shipped Early,Washington,Tables,4,6,0,165,3,788,1179
Office Supplies,Bristol,United States,05-04-2018,2018,Apr,US-2018-136476,37620,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,South,Corporate,10-04-2018,Standard Class,Shipped Early,Tennessee,Binders,5,6,70,116,1,158,236
Furniture,Wilmington,United States,12-06-2019,2019,Jun,CA-2019-103730,19805,FUR-FU-10002157,Artistic Insta-Plaque,East,Consumer,15-06-2019,First Class,Shipped Late,Delaware,Furnishings,3,1,0,18,3,47,70
Office Supplies,Wilmington,United States,12-06-2019,2019,Jun,CA-2019-103730,19805,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,East,Consumer,15-06-2019,First Class,Shipped Late,Delaware,Binders,3,1,0,14,4,31,46
Office Supplies,Wilmington,United States,12-06-2019,2019,Jun,CA-2019-103730,19805,OFF-ST-10000777,"Companion Letter/Legal File, Black",East,Consumer,15-06-2019,First Class,Shipped Late,Delaware,Storage,3,1,0,63,6,227,339
Office Supplies,Wilmington,United States,12-06-2019,2019,Jun,CA-2019-103730,19805,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,East,Consumer,15-06-2019,First Class,Shipped Late,Delaware,Envelopes,3,1,0,52,9,115,172
Technology,Wilmington,United States,12-06-2019,2019,Jun,CA-2019-103730,19805,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,East,Consumer,15-06-2019,First Class,Shipped Late,Delaware,Phones,3,1,0,20,7,68,102
Furniture,Houston,United States,26-12-2017,2017,Dec,US-2017-152030,77041,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Central,Home Office,28-12-2017,Second Class,Shipped Early,Texas,Chairs,2,3,30,9,3,601,899
Furniture,Bloomington,United States,20-09-2017,2017,Sep,US-2017-134614,61701,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Central,Consumer,25-09-2017,Standard Class,Shipped Early,Illinois,Tables,5,6,50,408,6,618,925
Office Supplies,Phoenix,United States,05-11-2020,2020,Nov,US-2020-107272,85023,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",West,Consumer,12-11-2020,Standard Class,Shipped Late,Arizona,Binders,7,6,70,2,2,2,4
Office Supplies,Phoenix,United States,05-11-2020,2020,Nov,US-2020-107272,85023,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",West,Consumer,12-11-2020,Standard Class,Shipped Late,Arizona,Storage,7,6,20,30,7,244,365
Furniture,Los Angeles,United States,06-11-2019,2019,Nov,US-2019-125969,90004,FUR-CH-10001146,"Global Task Chair, Black",West,Home Office,10-11-2019,Second Class,Shipped Late,California,Chairs,4,3,20,9,2,81,122
Furniture,Los Angeles,United States,06-11-2019,2019,Nov,US-2019-125969,90004,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,West,Home Office,10-11-2019,Second Class,Shipped Late,California,Furnishings,4,3,0,26,3,239,357
Technology,Columbus,United States,02-02-2020,2020,Feb,US-2020-164147,43229,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,East,Corporate,05-02-2020,First Class,Shipped Late,Ohio,Phones,3,1,40,12,5,60,90
Office Supplies,Columbus,United States,02-02-2020,2020,Feb,US-2020-164147,43229,OFF-PA-10002377,Xerox 1916,East,Corporate,05-02-2020,First Class,Shipped Late,Ohio,Paper,3,1,20,29,2,78,117
Office Supplies,Columbus,United States,02-02-2020,2020,Feb,US-2020-164147,43229,OFF-FA-10002780,Staples,East,Corporate,05-02-2020,First Class,Shipped Late,Ohio,Fasteners,3,1,20,7,9,21,32
Office Supplies,Roseville,United States,13-10-2019,2019,Oct,CA-2019-145583,95661,OFF-PA-10001804,Xerox 195,West,Consumer,19-10-2019,Standard Class,Shipped On Time,California,Paper,6,6,0,10,3,20,30
Office Supplies,Roseville,United States,13-10-2019,2019,Oct,CA-2019-145583,95661,OFF-PA-10001736,Xerox 1880,West,Consumer,19-10-2019,Standard Class,Shipped On Time,California,Paper,6,6,0,17,1,35,53
Office Supplies,Roseville,United States,13-10-2019,2019,Oct,CA-2019-145583,95661,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",West,Consumer,19-10-2019,Standard Class,Shipped On Time,California,Art,6,6,0,3,4,12,17
Office Supplies,Roseville,United States,13-10-2019,2019,Oct,CA-2019-145583,95661,OFF-FA-10002988,Ideal Clamps,West,Consumer,19-10-2019,Standard Class,Shipped On Time,California,Fasteners,6,6,0,2,2,4,6
Office Supplies,Roseville,United States,13-10-2019,2019,Oct,CA-2019-145583,95661,OFF-BI-10004781,GBC Wire Binding Strips,West,Consumer,19-10-2019,Standard Class,Shipped On Time,California,Binders,6,6,20,27,3,76,114
Office Supplies,Roseville,United States,13-10-2019,2019,Oct,CA-2019-145583,95661,OFF-SU-10001218,Fiskars Softgrip Scissors,West,Consumer,19-10-2019,Standard Class,Shipped On Time,California,Supplies,6,6,0,18,6,66,99
Furniture,Roseville,United States,13-10-2019,2019,Oct,CA-2019-145583,95661,FUR-FU-10001706,Longer-Life Soft White Bulbs,West,Consumer,19-10-2019,Standard Class,Shipped On Time,California,Furnishings,6,6,0,21,14,43,65
Furniture,Philadelphia,United States,05-09-2019,2019,Sep,CA-2019-110366,19140,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",East,Corporate,07-09-2019,Second Class,Shipped Early,Pennsylvania,Furnishings,2,3,20,10,2,83,124
Office Supplies,San Francisco,United States,18-09-2020,2020,Sep,CA-2020-106180,94122,OFF-AR-10000940,Newell 343,West,Corporate,23-09-2020,Standard Class,Shipped Early,California,Art,5,6,0,2,3,9,13
Office Supplies,San Francisco,United States,18-09-2020,2020,Sep,CA-2020-106180,94122,OFF-EN-10004030,Convenience Packs of Business Envelopes,West,Corporate,23-09-2020,Standard Class,Shipped Early,California,Envelopes,5,6,0,5,3,11,16
Office Supplies,San Francisco,United States,18-09-2020,2020,Sep,CA-2020-106180,94122,OFF-PA-10004327,Xerox 1911,West,Corporate,23-09-2020,Standard Class,Shipped Early,California,Paper,5,6,0,69,3,144,215
Office Supplies,Independence,United States,22-12-2020,2020,Dec,CA-2020-155376,64055,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Central,Consumer,27-12-2020,Standard Class,Shipped Early,Missouri,Appliances,5,6,0,218,3,839,1257
Office Supplies,Pasadena,United States,07-09-2018,2018,Sep,CA-2018-110744,91104,OFF-ST-10003656,Safco Industrial Wire Shelving,West,Consumer,12-09-2018,Standard Class,Shipped Early,California,Storage,5,6,0,20,7,672,1006
Furniture,Newark,United States,22-10-2017,2017,Oct,CA-2017-110072,43055,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",East,Home Office,28-10-2017,Standard Class,Shipped On Time,Ohio,Furnishings,6,6,20,13,4,94,141
Technology,Franklin,United States,05-12-2019,2019,Dec,CA-2019-114489,53132,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Central,Corporate,09-12-2019,Standard Class,Shipped Early,Wisconsin,Phones,4,6,0,104,11,384,576
Technology,Franklin,United States,05-12-2019,2019,Dec,CA-2019-114489,53132,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Central,Corporate,09-12-2019,Standard Class,Shipped Early,Wisconsin,Phones,4,6,0,6,3,150,225
Furniture,Franklin,United States,05-12-2019,2019,Dec,CA-2019-114489,53132,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Central,Corporate,09-12-2019,Standard Class,Shipped Early,Wisconsin,Chairs,4,6,0,586,8,1952,2923
Office Supplies,Franklin,United States,05-12-2019,2019,Dec,CA-2019-114489,53132,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Central,Corporate,09-12-2019,Standard Class,Shipped Early,Wisconsin,Binders,4,6,0,81,5,172,257
Office Supplies,Scottsdale,United States,13-03-2019,2019,Mar,CA-2019-158834,85254,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,West,Home Office,16-03-2019,First Class,Shipped Late,Arizona,Appliances,3,1,20,18,5,158,237
Technology,Scottsdale,United States,13-03-2019,2019,Mar,CA-2019-158834,85254,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,West,Home Office,16-03-2019,First Class,Shipped Late,Arizona,Phones,3,1,20,15,2,203,304
Office Supplies,San Jose,United States,31-05-2018,2018,May,CA-2018-124919,95123,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,West,Corporate,02-06-2018,First Class,Shipped Late,California,Paper,2,1,0,26,7,58,87
Office Supplies,San Jose,United States,31-05-2018,2018,May,CA-2018-124919,95123,OFF-PA-10002254,Xerox 1883,West,Corporate,02-06-2018,First Class,Shipped Late,California,Paper,2,1,0,49,4,106,158
Office Supplies,San Jose,United States,31-05-2018,2018,May,CA-2018-124919,95123,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",West,Corporate,02-06-2018,First Class,Shipped Late,California,Storage,2,1,0,21,6,81,121
Office Supplies,Seattle,United States,28-05-2018,2018,May,CA-2018-118948,98105,OFF-AR-10001547,Newell 311,West,Home Office,03-06-2018,Standard Class,Shipped On Time,Washington,Art,6,6,0,2,3,7,10
Furniture,Seattle,United States,01-03-2017,2017,Mar,CA-2017-104269,98115,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,West,Consumer,06-03-2017,Second Class,Shipped Late,Washington,Chairs,5,3,20,51,2,458,685
Office Supplies,Edmond,United States,20-11-2019,2019,Nov,CA-2019-114104,73034,OFF-LA-10002475,Avery 519,Central,Consumer,24-11-2019,Standard Class,Shipped Early,Oklahoma,Labels,4,6,0,7,2,15,22
Technology,Edmond,United States,20-11-2019,2019,Nov,CA-2019-114104,73034,TEC-PH-10004536,Avaya 5420 Digital phone,Central,Consumer,24-11-2019,Standard Class,Shipped Early,Oklahoma,Phones,4,6,0,236,7,945,1415
Office Supplies,Los Angeles,United States,11-05-2019,2019,May,CA-2019-162733,90045,OFF-PA-10002751,Xerox 1920,West,Consumer,12-05-2019,First Class,Shipped On Time,California,Paper,1,1,0,3,1,6,9
Technology,Philadelphia,United States,28-12-2018,2018,Dec,CA-2018-119697,19134,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,East,Consumer,31-12-2018,Second Class,Shipped On Time,Pennsylvania,Accessories,3,3,20,1,2,54,81
Office Supplies,Carlsbad,United States,16-11-2019,2019,Nov,CA-2019-154508,88220,OFF-EN-10001990,Staple envelope,West,Consumer,20-11-2019,Standard Class,Shipped Early,New Mexico,Envelopes,4,6,0,13,5,28,43
Office Supplies,Seattle,United States,07-11-2019,2019,Nov,CA-2019-113817,98115,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,West,Consumer,11-11-2019,Standard Class,Shipped Early,Washington,Binders,4,6,20,10,2,28,41
Office Supplies,San Antonio,United States,08-09-2017,2017,Sep,CA-2017-139892,78207,OFF-AR-10004441,BIC Brite Liner Highlighters,Central,Consumer,12-09-2017,Standard Class,Shipped Early,Texas,Art,4,6,20,3,3,10,15
Technology,San Antonio,United States,08-09-2017,2017,Sep,CA-2017-139892,78207,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Central,Consumer,12-09-2017,Standard Class,Shipped Early,Texas,Machines,4,6,40,1360,8,8160,12220
Office Supplies,San Antonio,United States,08-09-2017,2017,Sep,CA-2017-139892,78207,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Central,Consumer,12-09-2017,Standard Class,Shipped Early,Texas,Storage,4,6,20,59,3,276,413
Furniture,San Antonio,United States,08-09-2017,2017,Sep,CA-2017-139892,78207,FUR-CH-10004287,SAFCO Arco Folding Chair,Central,Consumer,12-09-2017,Standard Class,Shipped Early,Texas,Chairs,4,6,30,25,9,1740,2606
Office Supplies,San Antonio,United States,08-09-2017,2017,Sep,CA-2017-139892,78207,OFF-AR-10002656,Sanford Liquid Accent Highlighters,Central,Consumer,12-09-2017,Standard Class,Shipped Early,Texas,Art,4,6,20,7,6,32,48
Office Supplies,San Antonio,United States,08-09-2017,2017,Sep,CA-2017-139892,78207,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Central,Consumer,12-09-2017,Standard Class,Shipped Early,Texas,Appliances,4,6,80,454,5,178,267
Technology,San Antonio,United States,08-09-2017,2017,Sep,CA-2017-139892,78207,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Central,Consumer,12-09-2017,Standard Class,Shipped Early,Texas,Phones,4,6,20,9,3,144,216
Office Supplies,Los Angeles,United States,05-08-2017,2017,Aug,CA-2017-118962,90004,OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",West,Consumer,09-08-2017,Standard Class,Shipped Early,California,Paper,4,6,0,10,3,21,31
Office Supplies,Los Angeles,United States,05-08-2017,2017,Aug,CA-2017-118962,90004,OFF-PA-10001144,Xerox 1913,West,Consumer,09-08-2017,Standard Class,Shipped Early,California,Paper,4,6,0,53,2,111,166
Furniture,Los Angeles,United States,05-08-2017,2017,Aug,CA-2017-118962,90004,FUR-CH-10003817,"Global Value Steno Chair, Gray",West,Consumer,09-08-2017,Standard Class,Shipped Early,California,Chairs,4,6,20,21,7,340,509
Office Supplies,Chicago,United States,14-09-2017,2017,Sep,US-2017-100853,60623,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Central,Corporate,19-09-2017,Standard Class,Shipped Early,Illinois,Appliances,5,6,80,131,2,52,79
Office Supplies,Chicago,United States,14-09-2017,2017,Sep,US-2017-100853,60623,OFF-LA-10003148,Avery 51,Central,Corporate,19-09-2017,Standard Class,Shipped Early,Illinois,Labels,5,6,20,7,4,20,30
Office Supplies,Houston,United States,21-04-2020,2020,Apr,US-2020-152366,77036,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Central,Consumer,25-04-2020,Second Class,Shipped Late,Texas,Appliances,4,3,80,243,4,97,146
Furniture,Newark,United States,21-11-2018,2018,Nov,US-2018-101511,43055,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",East,Consumer,23-11-2018,Second Class,Shipped Early,Ohio,Chairs,2,3,30,11,7,397,594
Office Supplies,Newark,United States,21-11-2018,2018,Nov,US-2018-101511,43055,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,East,Consumer,23-11-2018,Second Class,Shipped Early,Ohio,Supplies,2,3,20,4,5,16,24
Office Supplies,New York City,United States,15-12-2018,2018,Dec,CA-2018-137225,10009,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",East,Home Office,19-12-2018,Standard Class,Shipped Early,New York,Art,4,6,0,1,1,3,5
Office Supplies,Decatur,United States,05-12-2017,2017,Dec,CA-2017-166191,62521,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",Central,Corporate,09-12-2017,Second Class,Shipped Late,Illinois,Storage,4,3,20,2,2,25,37
Technology,Decatur,United States,05-12-2017,2017,Dec,CA-2017-166191,62521,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Central,Corporate,09-12-2017,Second Class,Shipped Late,Illinois,Accessories,4,3,20,77,7,409,612
Technology,Monroe,United States,19-11-2017,2017,Nov,CA-2017-158274,71203,TEC-PH-10003273,AT&T TR1909W,South,Home Office,24-11-2017,Second Class,Shipped Late,Louisiana,Phones,5,3,0,131,4,504,755
Technology,Monroe,United States,19-11-2017,2017,Nov,CA-2017-158274,71203,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),South,Home Office,24-11-2017,Second Class,Shipped Late,Louisiana,Phones,5,3,0,42,5,150,225
Technology,Monroe,United States,19-11-2017,2017,Nov,CA-2017-158274,71203,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,South,Home Office,24-11-2017,Second Class,Shipped Late,Louisiana,Accessories,5,3,0,7,2,29,43
Office Supplies,Fairfield,United States,28-11-2019,2019,Nov,CA-2019-105018,6824,OFF-BI-10001890,Avery Poly Binder Pockets,East,Consumer,02-12-2019,Standard Class,Shipped Early,Connecticut,Binders,4,6,0,3,2,7,11
Technology,Los Angeles,United States,26-08-2017,2017,Aug,CA-2017-123260,90032,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,West,Home Office,30-08-2017,Standard Class,Shipped Early,California,Accessories,4,6,0,23,8,177,265
Office Supplies,Grand Prairie,United States,16-07-2019,2019,Jul,CA-2019-157000,75051,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Central,Corporate,22-07-2019,Standard Class,Shipped On Time,Texas,Storage,6,6,20,4,3,37,56
Office Supplies,Grand Prairie,United States,16-07-2019,2019,Jul,CA-2019-157000,75051,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,Central,Corporate,22-07-2019,Standard Class,Shipped On Time,Texas,Paper,6,6,20,6,3,20,30
Furniture,New York City,United States,12-10-2018,2018,Oct,CA-2018-102281,10035,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",East,Home Office,14-10-2018,First Class,Shipped Late,New York,Bookcases,2,1,20,112,4,899,1347
Technology,New York City,United States,12-10-2018,2018,Oct,CA-2018-102281,10035,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,East,Home Office,14-10-2018,First Class,Shipped Late,New York,Phones,2,1,0,20,6,72,107
Office Supplies,New York City,United States,12-10-2018,2018,Oct,CA-2018-102281,10035,OFF-PA-10000061,Xerox 205,East,Home Office,14-10-2018,First Class,Shipped Late,New York,Paper,2,1,0,25,8,52,78
Furniture,New York City,United States,12-10-2018,2018,Oct,CA-2018-102281,10035,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",East,Home Office,14-10-2018,First Class,Shipped Late,New York,Bookcases,2,1,20,47,3,626,938
Office Supplies,New York City,United States,12-10-2018,2018,Oct,CA-2018-102281,10035,OFF-AR-10003514,4009 Highlighters by Sanford,East,Home Office,14-10-2018,First Class,Shipped Late,New York,Art,2,1,0,7,5,20,30
Office Supplies,Redlands,United States,31-10-2018,2018,Oct,CA-2018-131457,92374,OFF-EN-10001509,Poly String Tie Envelopes,West,Corporate,06-11-2018,Standard Class,Shipped On Time,California,Envelopes,6,6,0,7,7,14,21
Office Supplies,Hamilton,United States,21-03-2017,2017,Mar,CA-2017-140004,45011,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",East,Consumer,25-03-2017,Standard Class,Shipped Early,Ohio,Art,4,6,20,1,2,7,11
Office Supplies,Hamilton,United States,21-03-2017,2017,Mar,CA-2017-140004,45011,OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",East,Consumer,25-03-2017,Standard Class,Shipped Early,Ohio,Art,4,6,20,2,3,6,9
